\u26fd\ufe0f,fuelpump,
\u2702\ufe0f,scissors,
\u2705,white_check_mark,
\u2708\ufe0f,airplane,
\u2709\ufe0f,email-envelope,
\u270a,fist,
\u270b,hand-raised_hand,
\u270c\ufe0f,v,
\u270f\ufe0f,pencil2,
\u2712\ufe0f,black_nib,
\u2714\ufe0f,heavy_check_mark,
\u2716\ufe0f,heavy_multiplication_x,
\u2728,0,
\u2733\ufe0f,eight_spoked_asterisk,
\u2734\ufe0f,eight_pointed_black_star,
\u2744\ufe0f,snowflake,
\u2747\ufe0f,sparkle,
\u274c,x,
\u274e,negative_squared_cross_mark,
\u2753,question,
\u2754,grey_question,
\u2755,grey_exclamation,
\u2757\ufe0f,exclamation-heavy_exclaimation,
\u2764\ufe0f,heart,
\u2795,heavy_plus_sign,
\u2796,heavy_minus_sign,
\u2797,heavy_division_sign,
\u27a1\ufe0f,arrow_right,
\u27b0,curly_loop,
\u27bf,loop,
\u2934\ufe0f,arrow_heading_up,
\u2935\ufe0f,arrow_heading_down,
\u2b05\ufe0f,arrow_left,
\u2b06\ufe0f,arrow_up,
\u2b07\ufe0f,arrow_down,
\u2b1b\ufe0f,black_large_square,
\u2b1c\ufe0f,white_large_square,
\u2b50\ufe0f,star,
\u2b55\ufe0f,o,
\u3030,wavy_dash,
\u303d\ufe0f,part_alternation_mark,
\u3297\ufe0f,congratulations,
\u3299\ufe0f,secret,
\ud83c\udc04\ufe0f,mahjong,
\ud83c\udccf,black_joker,
\ud83c\udd70,a,
\ud83c\udd71,b,
\ud83c\udd7e,o2,
\ud83c\udd7f\ufe0f,parking,
\ud83c\udd8e,ab,
\ud83c\udd91,cl,
\ud83c\udd92,cool,
\ud83c\udd93,free,
\ud83c\udd94,id,
\ud83c\udd95,new,
\ud83c\udd96,ng,
\ud83c\udd97,ok,
\ud83c\udd98,sos,
\ud83c\udd99,up,
\ud83c\udd9a,vs,
\ud83c\ude01,koko,
\ud83c\ude02,sa,
\ud83c\ude1a\ufe0f,u7121,
\ud83c\ude2f\ufe0f,u6307,
\ud83c\ude32,u7981,
\ud83c\ude33,u7a7a,
\ud83c\ude34,u5408,
\ud83c\ude35,u6e80,
\ud83c\ude36,u6709,
\ud83c\ude37,u6708,
\ud83c\ude38,u7533,
\ud83c\ude39,u5272,
\ud83c\ude3a,u55b6,
\ud83c\ude50,ideograph_advantage,
\ud83c\ude51,accept,
\ud83c\udf00,cyclone,
\ud83c\udf01,foggy,
\ud83c\udf02,closed_umbrella,
\ud83c\udf03,night_with_stars,
\ud83c\udf04,sunrise_over_mountains,
\ud83c\udf05,sunrise,
\ud83c\udf06,city_sunset,
\ud83c\udf07,city_sunrise,
\ud83c\udf08,rainbow,
\ud83c\udf09,bridge_at_night,
\ud83c\udf0a,ocean,
\ud83c\udf0b,volcano,
\ud83c\udf0c,milky_way,
\ud83c\udf0d,earth_africa,
\ud83c\udf0e,earth_americas,
\ud83c\udf0f,earth_asia,
\ud83c\udf10,globe_with_meridians,
\ud83c\udf11,new_moon,
\ud83c\udf12,waxing_crescent_moon,
\ud83c\udf13,first_quarter_moon,
\ud83c\udf14,moon-waxing_gibbous_moon,
\ud83c\udf15,full_moon,
\ud83c\udf16,waning_gibbous_moon,
\ud83c\udf17,last_quarter_moon,
\ud83c\udf18,waning_crescent_moon,
\ud83c\udf19,crescent_moon,
\ud83c\udf1a,new_moon_with_face,
\ud83c\udf1b,first_quarter_moon_with_face,
\ud83c\udf1c,last_quarter_moon_with_face,
\ud83c\udf1d,full_moon_with_face,
\ud83c\udf1e,sun_with_face,
\ud83c\udf1f,star2,
\ud83c\udf20,stars,
\ud83c\udf30,chestnut,
\ud83c\udf31,seedling,
\ud83c\udf32,evergreen_tree,
\ud83c\udf33,deciduous_tree,
\ud83c\udf34,palm_tree,
\ud83c\udf35,cactus,
\ud83c\udf37,tulip,
\ud83c\udf38,cherry_blossom,
\ud83c\udf39,rose,
\ud83c\udf3a,hibiscus,
\ud83c\udf3b,sunflower,
\ud83c\udf3c,blossom,
\ud83c\udf3d,corn,
\ud83c\udf3e,ear_of_rice,
\ud83c\udf3f,herb,
\ud83c\udf40,four_leaf_clover,
\ud83c\udf41,maple_leaf,
\ud83c\udf42,fallen_leaf,
\ud83c\udf43,leaves,
\ud83c\udf44,mushroom,
\ud83c\udf45,tomato,
\ud83c\udf46,eggplant,
\ud83c\udf47,grapes,
\ud83c\udf48,melon,
\ud83c\udf49,watermelon,
\ud83c\udf4a,tangerine,
\ud83c\udf4b,lemon,
\ud83c\udf4c,banana,
\ud83c\udf4d,pineapple,
\ud83c\udf4e,apple,
\ud83c\udf4f,green_apple,
\ud83c\udf50,pear,
\ud83c\udf51,peach,
\ud83c\udf52,cherries,
\ud83c\udf53,strawberry,
\ud83c\udf54,hamburger,
\ud83c\udf55,pizza,
\ud83c\udf56,meat_on_bone,
\ud83c\udf57,poultry_leg,
\ud83c\udf58,rice_cracker,
\ud83c\udf59,rice_ball,
\ud83c\udf5a,rice,
\ud83c\udf5b,curry,
\ud83c\udf5c,ramen,
\ud83c\udf5d,spaghetti,
\ud83c\udf5e,bread,
\ud83c\udf5f,fries,
\ud83c\udf60,sweet_potato,
\ud83c\udf61,dango,
\ud83c\udf62,oden,
\ud83c\udf63,sushi,
\ud83c\udf64,fried_shrimp,
\ud83c\udf65,fish_cake,
\ud83c\udf66,icecream,
\ud83c\udf67,shaved_ice,
\ud83c\udf68,ice_cream,
\ud83c\udf69,doughnut,
\ud83c\udf6a,cookie,
\ud83c\udf6b,chocolate_bar,
\ud83c\udf6c,candy,
\ud83c\udf6d,lollipop,
\ud83c\udf6e,custard,
\ud83c\udf6f,honey_pot,
\ud83c\udf70,cake,
\ud83c\udf71,bento,
\ud83c\udf72,stew,
\ud83c\udf73,egg,
\ud83c\udf74,fork_and_knife,
\ud83c\udf75,tea,
\ud83c\udf76,sake,
\ud83c\udf77,wine_glass,
\ud83c\udf78,cocktail,
\ud83c\udf79,tropical_drink,
\ud83c\udf7a,beer,
\ud83c\udf7b,beers,
\ud83c\udf7c,baby_bottle,
\ud83c\udf80,ribbon,
\ud83c\udf81,gift,
\ud83c\udf82,birthday,
\ud83c\udf83,jack_o_lantern,
\ud83c\udf84,christmas_tree,
\ud83c\udf85,santa,
\ud83c\udf86,fireworks,
\ud83c\udf87,sparkler,
\ud83c\udf88,balloon,
\ud83c\udf89,tada,
\ud83c\udf8a,confetti_ball,
\ud83c\udf8b,tanabata_tree,
\ud83c\udf8c,crossed_flags,
\ud83c\udf8d,bamboo,
\ud83c\udf8e,dolls,
\ud83c\udf8f,flags,
\ud83c\udf90,wind_chime,
\ud83c\udf91,rice_scene,
\ud83c\udf92,school_satchel,
\ud83c\udf93,mortar_board,
\ud83c\udfa0,carousel_horse,
\ud83c\udfa1,ferris_wheel,
\ud83c\udfa2,roller_coaster,
\ud83c\udfa3,fishing_pole_and_fish,
\ud83c\udfa4,microphone,
\ud83c\udfa5,movie_camera,
\ud83c\udfa6,cinema,
\ud83c\udfa7,headphones,
\ud83c\udfa8,art,
\ud83c\udfa9,tophat,
\ud83c\udfaa,circus_tent,
\ud83c\udfab,ticket,
\ud83c\udfac,clapper,
\ud83c\udfad,performing_arts,
\ud83c\udfae,video_game,
\ud83c\udfaf,dart,
\ud83c\udfb0,slot_machine,
\ud83c\udfb1,8ball,
\ud83c\udfb2,game_die,
\ud83c\udfb3,bowling,
\ud83c\udfb4,flower_playing_cards,
\ud83c\udfb5,musical_note,
\ud83c\udfb6,notes,
\ud83c\udfb7,saxophone,
\ud83c\udfb8,guitar,
\ud83c\udfb9,musical_keyboard,
\ud83c\udfba,trumpet,
\ud83c\udfbb,violin,
\ud83c\udfbc,musical_score,
\ud83c\udfbd,running_shirt_with_sash,
\ud83c\udfbe,tennis,
\ud83c\udfbf,ski,
\ud83c\udfc0,basketball,
\ud83c\udfc1,checkered_flag,
\ud83c\udfc2,snowboarder,
\ud83c\udfc3,runner-running,
\ud83c\udfc4,surfer,
\ud83c\udfc6,trophy,
\ud83c\udfc7,horse_racing,
\ud83c\udfc8,football,
\ud83c\udfc9,rugby_football,
\ud83c\udfca,swimmer,
\ud83c\udfe0,house,
\ud83c\udfe1,house_with_garden,
\ud83c\udfe2,office,
\ud83c\udfe3,post_office,
\ud83c\udfe4,european_post_office,
\ud83c\udfe5,hospital,
\ud83c\udfe6,bank,
\ud83c\udfe7,atm,
\ud83c\udfe8,hotel,
\ud83c\udfe9,love_hotel,
\ud83c\udfea,convenience_store,
\ud83c\udfeb,school,
\ud83c\udfec,department_store,
\ud83c\udfed,factory,
\ud83c\udfee,izakaya_lantern-lantern,
\ud83c\udfef,japanese_castle,
\ud83c\udff0,european_castle,
\ud83d\udc00,rat,
\ud83d\udc01,mouse2,
\ud83d\udc02,ox,
\ud83d\udc03,water_buffalo,
\ud83d\udc04,cow2,
\ud83d\udc05,tiger2,
\ud83d\udc06,leopard,
\ud83d\udc07,rabbit2,
\ud83d\udc08,cat2,
\ud83d\udc09,dragon,
\ud83d\udc0a,crocodile,
\ud83d\udc0b,whale2,
\ud83d\udc0c,snail,
\ud83d\udc0d,snake,
\ud83d\udc0e,racehorse,
\ud83d\udc0f,ram,
\ud83d\udc10,goat,
\ud83d\udc11,sheep,
\ud83d\udc12,monkey,
\ud83d\udc13,rooster,
\ud83d\udc14,chicken,
\ud83d\udc15,dog2,
\ud83d\udc16,pig2,
\ud83d\udc17,boar,
\ud83d\udc18,elephant,
\ud83d\udc19,octopus,
\ud83d\udc1a,shell,
\ud83d\udc1b,bug,
\ud83d\udc1c,ant,
\ud83d\udc1d,bee-honeybee,
\ud83d\udc1e,beetle,
\ud83d\udc1f,fish,
\ud83d\udc20,tropical_fish,
\ud83d\udc21,blowfish,
\ud83d\udc22,turtle,
\ud83d\udc23,hatching_chick,
\ud83d\udc24,baby_chick,
\ud83d\udc25,hatched_chick,
\ud83d\udc26,bird,
\ud83d\udc27,penguin,
\ud83d\udc28,koala,
\ud83d\udc29,poodle,
\ud83d\udc2a,dromedary_camel,
\ud83d\udc2b,camel,
\ud83d\udc2c,dolphin-flipper,
\ud83d\udc2d,mouse,
\ud83d\udc2e,cow,
\ud83d\udc2f,tiger,
\ud83d\udc30,rabbit,
\ud83d\udc31,cat,
\ud83d\udc32,dragon_face,
\ud83d\udc33,whale,
\ud83d\udc34,horse,
\ud83d\udc35,monkey_face,
\ud83d\udc36,dog,
\ud83d\udc37,pig,
\ud83d\udc38,frog,
\ud83d\udc39,hamster,
\ud83d\udc3a,wolf,
\ud83d\udc3b,bear,
\ud83d\udc3c,panda_face,
\ud83d\udc3d,pig_nose,
\ud83d\udc3e,feet-paw_prints,
\ud83d\udc40,eyes,
\ud83d\udc42,ear,
\ud83d\udc43,nose,
\ud83d\udc44,lips,
\ud83d\udc45,tongue,
\ud83d\udc46,point_up_2,
\ud83d\udc47,point_down,
\ud83d\udc48,point_left,
\ud83d\udc49,point_right,
\ud83d\udc4a,facepunch-punch,
\ud83d\udc4b,wave,
\ud83d\udc4c,ok_hand,
\ud83d\udc4d,thumbsup,
\ud83d\udc4e,thumbsdown,
\ud83d\udc4f,clap,
\ud83d\udc50,open_hands,
\ud83d\udc51,crown,
\ud83d\udc52,womans_hat,
\ud83d\udc53,eyeglasses,
\ud83d\udc54,necktie,
\ud83d\udc55,shirt-tshirt,
\ud83d\udc56,jeans,
\ud83d\udc57,dress,
\ud83d\udc58,kimono,
\ud83d\udc59,bikini,
\ud83d\udc5a,womans_clothes,
\ud83d\udc5b,purse,
\ud83d\udc5c,handbag,
\ud83d\udc5d,pouch,
\ud83d\udc5e,mans_shoe-shoe,
\ud83d\udc5f,athletic_shoe,
\ud83d\udc60,high_heel,
\ud83d\udc61,sandal,
\ud83d\udc62,boot,
\ud83d\udc63,footprints,
\ud83d\udc64,bust_in_silhouette,
\ud83d\udc65,busts_in_silhouette,
\ud83d\udc66,boy,
\ud83d\udc67,girl,
\ud83d\udc68,man,
\ud83d\udc69,woman,
\ud83d\udc6a,family,
\ud83d\udc6b,couple,
\ud83d\udc6c,two_men_holding_hands,
\ud83d\udc6d,two_women_holding_hands,
\ud83d\udc6e,cop,
\ud83d\udc6f,dancers,
\ud83d\udc70,bride_with_veil,
\ud83d\udc71,person_with_blond_hair,
\ud83d\udc72,man_with_gua_pi_mao,
\ud83d\udc73,man_with_turban,
\ud83d\udc74,older_man,
\ud83d\udc75,older_woman,
\ud83d\udc76,baby,
\ud83d\udc77,construction_worker,
\ud83d\udc78,princess,
\ud83d\udc79,japanese_ogre,
\ud83d\udc7a,japanese_goblin,
\ud83d\udc7b,ghost,
\ud83d\udc7c,angel,
\ud83d\udc7d,alien,
\ud83d\udc7e,space_invader,
\ud83d\udc7f,imp,
\ud83d\udc80,skull,
\ud83d\udc81,information_desk_person,
\ud83d\udc82,guardsman,
\ud83d\udc83,dancer,
\ud83d\udc84,lipstick,
\ud83d\udc85,nail_care,
\ud83d\udc86,massage,
\ud83d\udc87,haircut,
\ud83d\udc88,barber,
\ud83d\udc89,syringe,
\ud83d\udc8a,pill,
\ud83d\udc8b,kiss,
\ud83d\udc8c,love_letter,
\ud83d\udc8d,ring,
\ud83d\udc8e,gem,
\ud83d\udc8f,couplekiss,
\ud83d\udc90,bouquet,
\ud83d\udc91,couple_with_heart,
\ud83d\udc92,wedding,
\ud83d\udc93,heartbeat,
\ud83d\udc94,broken_heart,
\ud83d\udc95,two_hearts,
\ud83d\udc96,sparkling_heart,
\ud83d\udc97,heartpulse,
\ud83d\udc98,cupid,
\ud83d\udc99,blue_heart,
\ud83d\udc9a,green_heart,
\ud83d\udc9b,yellow_heart,
\ud83d\udc9c,purple_heart,
\ud83d\udc9d,gift_heart,
\ud83d\udc9e,revolving_hearts,
\ud83d\udc9f,heart_decoration,
\ud83d\udca0,diamond_shape_with_a_dot_inside,
\ud83d\udca1,bulb,
\ud83d\udca2,anger,
\ud83d\udca3,bomb,
\ud83d\udca4,zzz,
\ud83d\udca5,boom-collision,
\ud83d\udca6,sweat_drops,
\ud83d\udca7,droplet,
\ud83d\udca8,dash,
\ud83d\udca9,hankey-,"],16,24],"
\ud83d\udcaa,muscle,
\ud83d\udcab,dizzy,
\ud83d\udcac,speech_balloon,
\ud83d\udcad,thought_balloon,
\ud83d\udcae,white_flower,
\ud83d\udcaf,100,
\ud83d\udcb0,moneybag,
\ud83d\udcb1,currency_exchange,
\ud83d\udcb2,heavy_dollar_sign,
\ud83d\udcb3,credit_card,
\ud83d\udcb4,yen,
\ud83d\udcb5,dollar,
\ud83d\udcb6,euro,
\ud83d\udcb7,pound,
\ud83d\udcb8,money_with_wings,
\ud83d\udcb9,chart,
\ud83d\udcba,seat,
\ud83d\udcbb,computer,
\ud83d\udcbc,briefcase,
\ud83d\udcbd,minidisc,
\ud83d\udcbe,floppy_disk,
\ud83d\udcbf,cd,
\ud83d\udcc0,dvd,
\ud83d\udcc1,file_folder,
\ud83d\udcc2,open_file_folder,
\ud83d\udcc3,page_with_curl,
\ud83d\udcc4,page_facing_up,
\ud83d\udcc5,date,
\ud83d\udcc6,calendar,
\ud83d\udcc7,card_index,
\ud83d\udcc8,chart_with_upwards_trend,
\ud83d\udcc9,chart_with_downwards_trend,
\ud83d\udcca,bar_chart,
\ud83d\udccb,clipboard,
\ud83d\udccc,pushpin,
\ud83d\udccd,round_pushpin,
\ud83d\udcce,paperclip,
\ud83d\udccf,straight_ruler,
\ud83d\udcd0,triangular_ruler,
\ud83d\udcd1,bookmark_tabs,
\ud83d\udcd2,ledger,
\ud83d\udcd3,notebook,
\ud83d\udcd4,notebook_with_decorative_cover,
\ud83d\udcd5,closed_book,
\ud83d\udcd6,book-open_book,
\ud83d\udcd7,green_book,
\ud83d\udcd8,blue_book,
\ud83d\udcd9,orange_book,
\ud83d\udcda,books,
\ud83d\udcdb,name_badge,
\ud83d\udcdc,scroll,
\ud83d\udcdd,memo-pencil,
\ud83d\udcde,telephone_receiver,
\ud83d\udcdf,pager,
\ud83d\udce0,fax,
\ud83d\udce1,satellite,
\ud83d\udce2,loudspeaker,
\ud83d\udce3,mega,
\ud83d\udce4,outbox_tray,
\ud83d\udce5,inbox_tray,
\ud83d\udce6,package,
\ud83d\udce7,e-mail,
\ud83d\udce8,incoming_envelope,
\ud83d\udce9,envelope_with_arrow,
\ud83d\udcea,mailbox_closed,
\ud83d\udceb,mailbox,
\ud83d\udcec,mailbox_with_mail,
\ud83d\udced,mailbox_with_no_mail,
\ud83d\udcee,postbox,
\ud83d\udcef,postal_horn,
\ud83d\udcf0,newspaper,
\ud83d\udcf1,iphone,
\ud83d\udcf2,calling,
\ud83d\udcf3,vibration_mode,
\ud83d\udcf4,mobile_phone_off,
\ud83d\udcf5,no_mobile_phones,
\ud83d\udcf6,signal_strength,
\ud83d\udcf7,camera,
\ud83d\udcf9,video_camera,
\ud83d\udcfa,tv,
\ud83d\udcfb,radio,
\ud83d\udcfc,vhs,
\ud83d\udd00,twisted_rightwards_arrows,
\ud83d\udd01,repeat,
\ud83d\udd02,repeat_one,
\ud83d\udd03,arrows_clockwise,
\ud83d\udd04,arrows_counterclockwise,
\ud83d\udd05,low_brightness,
\ud83d\udd06,high_brightness,
\ud83d\udd07,mute,
\ud83d\udd08,speaker,
\ud83d\udd09,sound,
\ud83d\udd0a,loud_sound,
\ud83d\udd0b,battery,
\ud83d\udd0c,electric_plug,
\ud83d\udd0d,mag,
\ud83d\udd0e,mag_right,
\ud83d\udd0f,lock_with_ink_pen,
\ud83d\udd10,closed_lock_with_key,
\ud83d\udd11,key,
\ud83d\udd12,lock,
\ud83d\udd13,unlock,
\ud83d\udd14,bell,
\ud83d\udd15,no_bell,
\ud83d\udd16,bookmark,
\ud83d\udd17,link,
\ud83d\udd18,radio_button,
\ud83d\udd19,back,
\ud83d\udd1a,end,
\ud83d\udd1b,on,
\ud83d\udd1c,soon,
\ud83d\udd1d,top,
\ud83d\udd1e,underage,
\ud83d\udd1f,keycap_ten,
\ud83d\udd20,capital_abcd,
\ud83d\udd21,abcd,
\ud83d\udd22,1234,
\ud83d\udd23,symbols,
\ud83d\udd24,abc,
\ud83d\udd25,fire,
\ud83d\udd26,flashlight,
\ud83d\udd27,wrench,
\ud83d\udd28,hammer,
\ud83d\udd29,nut_and_bolt,
\ud83d\udd2a,hocho-knife,
\ud83d\udd2b,gun,
\ud83d\udd2c,microscope,
\ud83d\udd2d,telescope,
\ud83d\udd2e,crystal_ball,
\ud83d\udd2f,six_pointed_star,
\ud83d\udd30,beginner,
\ud83d\udd31,trident,
\ud83d\udd32,black_square_button,
\ud83d\udd33,white_square_button,
\ud83d\udd34,red_circle,
\ud83d\udd35,large_blue_circle,
\ud83d\udd36,large_orange_diamond,
\ud83d\udd37,large_blue_diamond,
\ud83d\udd38,small_orange_diamond,
\ud83d\udd39,small_blue_diamond,
\ud83d\udd3a,small_red_triangle,
\ud83d\udd3b,small_red_triangle_down,
\ud83d\udd3c,arrow_up_small,
\ud83d\udd3d,arrow_down_small,
\ud83d\udd50,clock1,
\ud83d\udd51,clock2,
\ud83d\udd52,clock3,
\ud83d\udd53,clock4,
\ud83d\udd54,clock5,
\ud83d\udd55,clock6,
\ud83d\udd56,clock7,
\ud83d\udd57,clock8,
\ud83d\udd58,clock9,
\ud83d\udd59,clock10,
\ud83d\udd5a,clock11,
\ud83d\udd5b,clock12,
\ud83d\udd5c,clock130,
\ud83d\udd5d,clock230,
\ud83d\udd5e,clock330,
\ud83d\udd5f,clock430,
\ud83d\udd60,clock530,
\ud83d\udd61,clock630,
\ud83d\udd62,clock730,
\ud83d\udd63,clock830,
\ud83d\udd64,clock930,
\ud83d\udd65,clock1030,
\ud83d\udd66,clock1130,
\ud83d\udd67,clock1230,
\ud83d\uddfb,mount_fuji,
\ud83d\uddfc,tokyo_tower,
\ud83d\uddfd,statue_of_liberty,
\ud83d\uddfe,japan,
\ud83d\uddff,moyai,
\ud83d\ude00,grinning,
\ud83d\ude01,grin,
\ud83d\ude02,joy,
\ud83d\ude03,smiley,
\ud83d\ude04,smile,
\ud83d\ude05,sweat_smile,
\ud83d\ude06,laughing-satisfied,
\ud83d\ude07,innocent,
\ud83d\ude08,smiling_imp,
\ud83d\ude09,wink,
\ud83d\ude0a,blush,
\ud83d\ude0b,yum,
\ud83d\ude0c,relieved,
\ud83d\ude0d,heart_eyes,
\ud83d\ude0e,sunglasses,
\ud83d\ude0f,smirk,
\ud83d\ude10,neutral_face,
\ud83d\ude11,expressionless,
\ud83d\ude12,unamused,
\ud83d\ude13,sweat,
\ud83d\ude14,pensive,
\ud83d\ude15,confused,
\ud83d\ude16,confounded,
\ud83d\ude17,kissing,
\ud83d\ude18,kissing_heart,
\ud83d\ude19,kissing_smiling_eyes,
\ud83d\ude1a,kissing_closed_eyes,
\ud83d\ude1b,stuck_out_tongue,
\ud83d\ude1c,stuck_out_tongue_winking_eye,
\ud83d\ude1d,stuck_out_tongue_closed_eyes,
\ud83d\ude1e,disappointed,
\ud83d\ude1f,worried,
\ud83d\ude20,angry,
\ud83d\ude21,rage,
\ud83d\ude22,cry,
\ud83d\ude23,persevere,
\ud83d\ude24,triumph,
\ud83d\ude25,disappointed_relieved,
\ud83d\ude26,frowning,
\ud83d\ude27,anguished,
\ud83d\ude28,fearful,
\ud83d\ude29,weary,
\ud83d\ude2a,sleepy,
\ud83d\ude2b,tired_face,
\ud83d\ude2c,grimacing,
\ud83d\ude2d,sob,
\ud83d\ude2e,open_mouth,
\ud83d\ude2f,hushed,
\ud83d\ude30,cold_sweat,
\ud83d\ude31,scream,
\ud83d\ude32,astonished,
\ud83d\ude33,flushed,
\ud83d\ude34,sleeping,
\ud83d\ude35,dizzy_face,
\ud83d\ude36,no_mouth,
\ud83d\ude37,mask,
\ud83d\ude38,smile_cat,
\ud83d\ude39,joy_cat,
\ud83d\ude3a,smiley_cat,
\ud83d\ude3b,heart_eyes_cat,
\ud83d\ude3c,smirk_cat,
\ud83d\ude3d,kissing_cat,
\ud83d\ude3e,pouting_cat,
\ud83d\ude3f,crying_cat_face,
\ud83d\ude40,scream_cat,
\ud83d\ude45,no_good,
\ud83d\ude46,ok_woman,
\ud83d\ude47,bow,
\ud83d\ude48,see_no_evil,
\ud83d\ude49,hear_no_evil,
\ud83d\ude4a,speak_no_evil,
\ud83d\ude4b,raising_hand,
\ud83d\ude4c,raised_hands,
\ud83d\ude4d,person_frowning,
\ud83d\ude4e,person_with_pouting_face,
\ud83d\ude4f,pray,
\ud83d\ude80,rocket,
\ud83d\ude81,helicopter,
\ud83d\ude82,steam_locomotive,
\ud83d\ude83,railway_car,
\ud83d\ude84,bullettrain_side,
\ud83d\ude85,bullettrain_front,
\ud83d\ude86,train2,
\ud83d\ude87,metro,
\ud83d\ude88,light_rail,
\ud83d\ude89,station,
\ud83d\ude8a,tram,
\ud83d\ude8b,train,
\ud83d\ude8c,bus,
\ud83d\ude8d,oncoming_bus,
\ud83d\ude8e,trolleybus,
\ud83d\ude8f,busstop,
\ud83d\ude90,minibus,
\ud83d\ude91,ambulance,
\ud83d\ude92,fire_engine,
\ud83d\ude93,police_car,
\ud83d\ude94,oncoming_police_car,
\ud83d\ude95,taxi,
\ud83d\ude96,oncoming_taxi,
\ud83d\ude97,car-red_car,
\ud83d\ude98,oncoming_automobile,
\ud83d\ude99,blue_car,
\ud83d\ude9a,truck,
\ud83d\ude9b,articulated_lorry,
\ud83d\ude9c,tractor,
\ud83d\ude9d,monorail,
\ud83d\ude9e,mountain_railway,
\ud83d\ude9f,suspension_railway,
\ud83d\udea0,mountain_cableway,
\ud83d\udea1,aerial_tramway,
\ud83d\udea2,ship,
\ud83d\udea3,rowboat,
\ud83d\udea4,speedboat,
\ud83d\udea5,traffic_light,
\ud83d\udea6,vertical_traffic_light,
\ud83d\udea7,construction,
\ud83d\udea8,rotating_light,
\ud83d\udea9,triangular_flag_on_post,
\ud83d\udeaa,door,
\ud83d\udeab,no_entry_sign,
\ud83d\udeac,smoking,
\ud83d\udead,no_smoking,
\ud83d\udeae,put_litter_in_its_place,
\ud83d\udeaf,do_not_litter,
\ud83d\udeb0,potable_water,
\ud83d\udeb1,non-potable_water,
\ud83d\udeb2,bike,
\ud83d\udeb3,no_bicycles,
\ud83d\udeb4,bicyclist,
\ud83d\udeb5,mountain_bicyclist,
\ud83d\udeb6,walking,
\ud83d\udeb7,no_pedestrians,
\ud83d\udeb8,children_crossing,
\ud83d\udeb9,mens,
\ud83d\udeba,womens,
\ud83d\udebb,restroom,
\ud83d\udebc,baby_symbol,
\ud83d\udebd,toilet,
\ud83d\udebe,wc,
\ud83d\udebf,shower,
\ud83d\udec0,bath,
\ud83d\udec1,bathtub,
\ud83d\udec2,passport_control,
\ud83d\udec3,customs,
\ud83d\udec4,baggage_claim,
\ud83d\udec5,left_luggage,
\u0023\ufe0f\u20e3,hash,
\u0030\ufe0f\u20e3,zero,
\u0031\ufe0f\u20e3,one,
\u0032\ufe0f\u20e3,two,
\u0033\ufe0f\u20e3,three,
\u0034\ufe0f\u20e3,four,
\u0035\ufe0f\u20e3,five,
\u0036\ufe0f\u20e3,six,
\u0037\ufe0f\u20e3,seven,
\u0038\ufe0f\u20e3,eight,
